"","ctrl_A","ctrl_B","IL6_A","IL6_B","IL10_A","IL10_B","IL6IL10_A","IL6IL10_B","X1","X2","X3","X4"
"Mrpl15",518.2512908,506.502464,581.5501082,527.4439081,523.5320482,488.7695866,578.0156712,545.2752594,0,0,0,0
"Lypla1",1224.866993,1132.123096,1159.559576,1293.12185,1192.438549,1212.222491,1209.661662,1185.886492,0,0,0,0
"Tcea1",1200.947703,1073.064509,1256.927174,1300.404113,1209.000196,1186.351889,1350.689541,1344.004691,0,0,0,0
"Atp6v1h",1959.388534,1891.876792,2409.405471,2453.082318,2312.189872,2405.96598,2582.200593,2592.673408,0,0,0,0
"Rb1cc1",1537.811042,1519.507392,1274.630374,1388.831592,1337.813002,1496.799112,1406.306169,1231.229211,0,0,0,0
"St18",631.8679199,590.585877,215.0938756,258.0001759,141.6940869,191.2576643,173.801963,191.8345795,0,0,0,0
"Pcmtd1",1592.626082,1531.519308,1492.37973,1521.992973,1514.470565,1509.734413,1560.245051,1664.891624,0,0,0,0
"Rrs1",391.6783794,389.3862816,562.0765886,573.2181328,532.7329629,485.9977364,617.7418342,615.0332883,0,0,0,0
"Adhfe1",25.91256454,19.01886722,34.5212393,29.12905212,38.64384187,27.71850208,28.80146815,24.41531012,0,0,0,0
"2610203C22Rik",28.90247583,38.03773445,40.71735917,31.2096987,29.44292714,39.72985298,30.7877763,34.87901446,0,0,0,0
"Mybl1",55.81167747,44.04369252,21.24383957,24.96775896,23.00228683,31.41430235,25.82200593,27.90321157,0,0,0,0
"Vcpip1",2327.147623,2329.310738,1810.152163,2082.727227,1985.557399,2149.107861,1892.951666,2071.813459,0,0,0,0
"Sgk3",1866.701284,1825.811253,2073.929838,2284.549945,2230.301731,2159.271312,2254.459749,2320.617096,0,0,0,0
"Snhg6",164.4451211,159.1578889,143.3959171,113.3952386,161.0160078,102.5584577,124.1442593,120.9139168,0,0,0,0
"Cops5",1071.38488,1043.034718,1370.227652,1277.517,1301.929434,1272.279245,1390.415704,1395.160578,0,0,0,0
"Cspp1",375.7321858,377.3743654,350.5233529,396.3631735,363.4361319,359.4165769,320.788766,331.3506374,0,0,0,0
"Arfgef1",2778.624228,2799.777454,2839.593222,3259.332868,2900.128323,3182.084038,3077.784476,3044.937963,0,0,0,0
"Slco5a1",23.91929034,34.0337624,8.85159982,7.28226303,15.64155504,12.0113509,11.91784889,10.46370434,0,0,0,0
"Ncoa2",2559.364067,2836.814195,2148.283276,2301.195118,2153.934138,2535.31899,2099.527713,2041.58498,0,0,0,0
"Tram1",4671.238077,4542.506287,5146.320135,5254.672938,5168.153804,5197.219139,5382.895083,5199.298422,0,0,0,0
"Lactb2",799.3029524,813.8073186,1002.0011,1039.282967,1033.262724,976.6152231,1042.811778,1042.882532,0,0,0,0
"Eya1",595.9889844,762.756675,398.3219919,387.0002639,460.965828,505.4006878,414.145249,377.85599,0,0,0,0
"Terf1",281.0516616,264.2621551,231.0267553,196.6211018,219.9018621,228.2156671,214.52128,223.2256926,0,0,0,0
"Rpl7",5593.127392,5399.356306,5614.569766,5230.745502,5574.834235,5043.843428,5533.854502,5513.209553,0,0,0,0
"Rdh10",368.7557261,325.3227288,224.8306354,250.7179129,276.9475334,261.4778696,217.5007423,230.2014954,0,0,0,0
"Stau2",152.4854759,148.1469657,157.5584768,153.9678469,147.2146357,161.6912621,166.8498845,154.6302974,0,0,0,0
"Ube2w",720.5686216,634.6295695,849.7535827,752.1537387,832.6827831,814.923961,917.6743646,862.674291,0,0,0,0
"Eloc",998.6303719,910.9036407,1229.487215,1082.976545,1118.831231,1045.911478,1267.264599,1288.198267,0,0,0,0
"Tmem70",511.2748311,552.5481425,547.9140288,584.661689,545.6142435,534.9670901,562.125206,535.9741889,0,0,0,0
"Ly96",564.0965973,502.4984919,399.2071519,415.0889927,487.6484807,387.135079,426.0630979,398.7833987,0,0,0,0
"Mcm3",1142.146114,1132.123096,1101.139018,947.7345172,923.7718389,985.8547238,911.7154402,958.0102639,0,0,0,0
"Paqr8",25.91256454,29.02879734,49.56895899,78.02424675,54.28539691,67.44835505,46.67824149,58.13169077,0,0,0,0
"Efhc1",15.94619356,13.01290915,20.35867959,15.60484935,14.72146357,19.40295145,16.88361926,10.46370434,0,0,0,0
"Tram2",109.6300807,111.1102243,198.275836,256.9598526,165.6164651,219.9001165,196.6445067,206.9488191,0,0,0,0
"Tmem14a",45.84530649,31.03078337,30.09543939,40.57260831,30.36301861,31.41430235,24.82885186,25.57794394,0,0,0,0
"Gsta3",112.619992,126.1251195,61.07603876,58.25810424,61.64612869,62.82860471,56.60978223,48.83062025,0,0,0,0
"Ogfrl1",748.4744604,732.7268846,909.0593015,907.1619089,955.9750405,887.9160165,1038.839162,927.7817847,0,0,0,0
"B3gat2",18.93610486,18.01787421,12.39223975,14.56452606,23.9223783,18.47900138,16.88361926,23.25267631,0,0,0,0
"Smap1",728.5417184,754.7487309,754.1563046,765.6779415,780.2375692,779.8138584,839.2151928,795.2415297,0,0,0,0
"Sdhaf4",235.2063551,222.2204486,220.4048355,158.1291401,182.1781117,203.2690152,200.617123,182.533509,0,0,0,0
"Fam135a",95.67716138,132.1310776,133.6591573,97.79038926,104.8904279,108.1021581,118.1853348,122.0765506,0,0,0,0
"Lmbrd1",2801.546882,2701.680139,2333.281712,2506.138806,2425.361123,2490.045436,2385.556086,2403.164096,0,0,0,0
"Gm7846",155.4753872,123.1221404,144.2810771,109.2339455,169.296831,123.8093093,175.7882711,141.8413255,0,0,0,0
"Phf3",2402.892043,2462.442809,2340.362992,2508.219452,2376.596275,2624.018197,2371.651929,2614.763451,0,0,0,0
"Ptp4a1",661.7670329,641.6365206,859.4903425,903.0006158,785.758118,886.9920664,971.3046846,847.5600514,0,0,0,0
"Prim2",280.0550245,317.3147847,291.2176341,214.3065977,255.7854295,242.9988682,242.3295941,275.5442142,0,0,0,0
"Rab23",102.6536211,108.1072453,102.6785579,89.46780294,100.2899706,98.8626574,81.43863409,80.22173326,0,0,0,0
"Bag2",32.88902422,50.04965059,36.29155926,42.65325489,40.48402481,37.88195284,48.66454964,30.2284792,0,0,0,0
"Zfp451",421.5774923,446.4428833,418.6806715,459.8228942,437.0434497,466.5947849,439.9672549,468.5414276,0,0,0,0
"Gm15455",93.68388718,119.1181684,120.3817575,112.3549153,107.6507023,140.4404105,126.1305674,97.66124049,0,0,0,0
"Dst",778.3735733,831.8251928,611.6455475,810.4118429,602.6599149,725.3008043,612.7760638,698.7429231,0,0,0,0
"Ccdc115",946.8052428,977.9701725,1413.600491,1285.839586,1230.162299,1175.264488,1574.149208,1482.358115,0,0,0,0
"Imp4",1162.078856,1214.204523,1528.671289,1352.420277,1399.459131,1356.358702,1508.601039,1521.887664,0,0,0,0
"D1Ertd448e",195.3408711,222.2204486,250.5002749,291.2905212,237.3836,251.3144188,266.1652919,238.3399322,0,0,0,0
"Ptpn18",2530.461591,2669.648362,2598.829707,2456.203288,2915.769878,2423.521031,2591.13898,2505.475872,0,0,0,0
"Arhgef4",219.2601615,246.2442809,114.1856377,145.6452606,126.9726233,121.0374591,115.2058726,113.9381139,0,0,0,0
"Fam168b",7915.29183,8197.131774,7376.92329,7725.440752,7161.992026,7774.115882,7285.778289,7192.052782,0,0,0,0
"Plekhb2",5697.774288,5622.577747,5087.014416,5041.406664,4852.562429,5082.649331,4996.558148,5280.68279,0,0,0,0
"Hs6st1",1834.808897,2020.003898,1294.103894,1309.767022,1234.762757,1268.583445,1181.853348,1220.765506,0,0,0,0
"Uggt1",3975.585383,3876.845935,4330.202632,4619.035408,4246.222148,4614.206646,4608.234905,4629.607853,0,0,0,0
"Neurl3",11297.87814,11186.09691,8494.880347,8242.481427,9610.355436,9222.869591,8022.698612,8161.689384,0,0,0,0
"Arid5a",891.9902024,752.7467449,2786.483623,2592.485639,2790.637438,2492.817287,3143.332645,2972.854666,0,0,0,0
"Kansl3",1723.185542,1770.756638,1849.984362,1967.251341,1995.678405,2061.332604,1920.75998,1948.574275,0,0,0,0
"Lman2l",834.1852508,816.8102976,790.4478639,790.6457004,782.0777521,790.9012592,759.7628668,775.4767549,0,0,0,0
"Cnnm4",368.7557261,402.3991907,393.011032,416.129316,452.6850047,423.1691317,380.3780104,431.3371455,0,0,0,0
"Cnnm3",1189.984695,1212.202537,850.6387427,838.5005718,829.9225087,867.589115,780.6191024,708.0439936,0,0,0,0
"Ankrd23",86.7074275,81.08043395,77.89407841,91.54844952,69.00686048,85.92735643,72.50024742,103.4744096,0,0,0,0
"Ankrd39",123.5830001,155.1539168,137.1997972,144.6049373,130.6529892,133.97276,141.0278785,132.540255,0,0,0,0
"Sema4c",297.9944922,294.2919455,547.9140288,497.2745326,526.2923226,569.1532426,558.1525897,670.8397115,0,0,0,0
"Cox5b",779.3702104,781.7755422,793.1033439,788.5650539,797.7193071,713.2894534,812.4000328,873.1379954,0,0,0,0
"Actr1b",1362.402913,1427.416035,1650.823366,1755.02539,1749.09389,1709.307628,1801.581491,1791.61871,0,0,0,0
"Tmem131",3839.0461,3962.931334,4397.47479,4563.898273,4337.311204,4508.876338,4467.207026,4571.476162,0,0,0,0
"Inpp4a",1396.288574,1519.507392,1316.232893,1350.33963,1160.235348,1344.347351,1365.586852,1332.378352,0,0,0,0
"Coa5",4341.351198,4254.2203,4899.3605,4705.382241,4388.836326,4299.139672,4911.146897,4976.07273,0,0,0,0
"Unc50",1309.581146,1292.281978,1337.476733,1384.670299,1450.064162,1266.735545,1451.991257,1389.347409,0,0,0,0
"Mgat4a",1391.305388,1377.366384,2165.986476,2109.775632,2158.534596,2198.077215,2424.289095,2356.658744,0,0,0,0
"Tsga10",202.3173308,173.171791,175.2616764,172.6936661,188.618752,157.0715118,138.0484163,154.6302974,0,0,0,0
"Lipt1",35.87893552,21.02085325,30.98059937,26.00808225,23.00228683,41.57775311,27.80831408,25.57794394,0,0,0,0
"Mitd1",386.6951939,336.333652,322.1982334,315.2179569,356.0754001,279.0329209,299.9325304,295.3089891,0,0,0,0
"Mrpl30",602.9654441,630.6255974,647.9371068,552.411667,673.5069583,603.3393952,627.6733749,596.4311473,0,0,0,0
"Txndc9",1101.283993,1050.041669,1196.736296,1166.202408,1298.249068,1176.188438,1299.045529,1298.661972,0,0,0,0
"Eif5b",4351.317569,4162.128943,4816.155462,5072.616362,4929.850113,5151.945586,5235.90828,5198.135789,0,0,0,0
"Rev1",351.8128955,370.3674144,389.4703921,486.8712997,414.0411629,480.454036,492.6044208,455.7524556,0,0,0,0
"Aff3",31.89238713,29.02879734,19.4735196,12.48387948,11.96118915,15.70715118,14.89731111,9.301070523,0,0,0,0
"Pdcl3",977.7009928,933.92648,971.0205002,941.4925775,976.2170529,958.1362218,1121.27095,1110.315294,0,0,0,0
"Npas2",41.8587581,55.05461565,30.98059937,28.08872883,33.12329303,34.18615256,26.81516001,32.55374683,0,0,0,0
"Rpl31",164.4451211,154.1529238,136.3146372,122.7581482,135.2534465,153.3757115,175.7882711,134.8655226,0,0,0,0
"Tbc1d8",3049.709519,3334.307722,1747.305804,1878.823862,1865.025416,2021.602751,1543.361431,1540.489805,0,0,0,0
"Cnot11",742.4946378,700.6951082,662.0996665,706.3795139,724.1119893,656.0045491,693.2215438,608.0574855,0,0,0,0
"Snord89",23.91929034,14.01390216,45.14315908,38.49196173,52.44521396,41.57775311,41.71247112,55.80642314,0,0,0,0
"Rnf149",5249.287594,4670.633393,10091.70895,10052.64395,10713.54511,10900.76292,11818.53348,10862.48774,0,0,0,0
"Creg2",343.8397987,326.3237218,744.4195448,724.0650099,703.8699769,837.0987627,808.4274165,745.2482757,0,0,0,0
"Map4k4",3134.423672,3282.256086,4114.223596,4010.446283,4148.692452,4555.997791,4775.084789,4465.676485,0,0,0,0
"Il1r2",29.89911293,33.03276939,30.98059937,17.68549593,20.24201241,27.71850208,28.80146815,20.92740868,0,0,0,0
"Il1r1",32.88902422,45.04468553,91.17147814,75.94360017,79.12786668,95.16685713,74.48655557,89.52280379,0,0,0,0
"Il1rl2",36.87557261,46.04567854,20.35867959,26.00808225,6.440640311,12.0113509,14.89731111,19.76477486,0,0,0,0
"Il1rl1",51.82512908,56.05560866,31.86575935,17.68549593,27.60274419,12.93530097,18.86992741,31.39111302,0,0,0,0
"Il18rap",47.83858069,65.06454577,169.9507165,134.2017044,127.8927148,134.8967101,154.9320356,156.9555651,0,0,0,0
"Mfsd9",162.4518469,163.1618609,88.5159982,95.70974268,115.9315256,95.16685713,90.37702076,73.24593037,0,0,0,0
"Mrps9",632.864557,579.5749538,574.4688283,630.4359138,576.8973536,605.1872953,583.9745957,555.7389638,0,0,0,0
"Tgfbrap1",2092.937905,2350.331592,2766.124944,2723.566373,2740.952498,2794.948959,3018.195232,3046.100596,0,0,0,0
"AI597479",512.2714682,480.4766457,447.0057909,414.0486694,466.4863768,475.8342856,466.7824149,505.7457097,0,0,0,0
"Gm8210",315.93396,399.3962117,345.212393,276.7259952,309.1507349,302.1316726,297.9462223,353.4406799,0,0,0,0
"Nck2",563.0999602,661.6563808,657.6738666,592.9842753,677.1873242,675.4075006,661.4406135,632.4727956,0,0,0,0
"Uxs1",318.9238713,278.2760573,395.6665119,427.5728722,458.2055536,413.0056809,472.7413394,459.2403571,0,0,0,0
"Tpp2",2591.256454,2435.415998,3572.505687,3737.881581,3659.203788,3663.462024,3844.499421,4279.655074,0,0,0,0
"Tex30",138.5325566,134.1330636,123.9223975,145.6452606,120.531983,118.2656089,139.0415704,161.6061003,0,0,0,0
"Poglut2",300.9844035,307.3048546,255.8112348,244.4759732,262.2260698,251.3144188,266.1652919,269.7310452,0,0,0,0
"Bivm",351.8128955,338.335638,253.1557548,276.7259952,281.5479908,318.7627739,251.2679808,258.104707,0,0,0,0
"Ercc5",306.9642261,283.2810223,281.4808743,294.4114911,341.3539365,285.5005714,298.9393764,290.6584538,0,0,0,0
"Col3a1",15.94619356,11.01092313,23.01415953,40.57260831,30.36301861,0.923950069,23.83569778,44.18008499,0,0,0,0
"Col5a2",27.90583874,8.007944094,30.09543939,27.04840554,30.36301861,16.63110125,22.84254371,19.76477486,0,0,0,0
"Wdr75",323.9070568,383.3803235,488.6083101,555.5326369,484.8882063,422.2451816,562.125206,496.4446392,0,0,0,0
"Gm5526",4324.408367,4135.102132,4906.44178,4304.857774,4545.251877,4442.351933,4650.94053,4766.798643,0,0,0,0
"Slc40a1",12655.29787,14382.26759,4254.078873,3776.373543,3879.10565,3773.412083,3632.957604,2549.655957,0,0,0,0
"Slc39a10",1831.818986,1826.812247,2628.925146,2885.856807,2653.543808,2712.717403,2803.673952,3222.820936,0,0,0,0
"Cavin2",9.966370977,24.02383228,8.85159982,19.76614251,26.68265272,13.85925104,21.84938963,11.62633815,0,0,0,0
"Nabp1",1144.139388,1176.166789,1398.552772,1321.210578,1252.244495,1220.538041,1250.38098,1280.059831,0,0,0,0
"Myo1b",96.67379848,65.06454577,99.13791798,111.314592,84.64841552,109.0261082,97.32909928,89.52280379,0,0,0,0
"Stat4",118.5998146,134.1330636,121.2669175,106.1129756,92.00914731,89.62315671,82.43178816,93.01070523,0,0,0,0
"Stat1",12755.95821,12340.24185,10709.55062,9861.224466,9578.152235,7571.770817,9634.587674,9960.283897,0,0,0,0
"Gls",2197.5848,2131.114122,2231.488315,2481.171047,2111.609931,2614.778696,2584.186901,2414.790435,0,0,0,0
"Nab1",2082.971534,1974.959212,2271.320514,2379.219364,2246.863377,2355.148726,2357.747772,2483.38583,0,0,0,0
"Nemp2",190.3576857,234.2323648,213.3235557,202.8630416,222.6621365,196.8013647,184.7266578,161.6061003,0,0,0,0
"Mfsd6",2320.171163,2195.177675,2429.764151,2692.356675,2425.361123,2781.089708,2151.171725,2293.876518,0,0,0,0
"Inpp1",234.209718,202.2005884,208.0125958,207.0243347,190.4589349,163.5391622,159.897806,201.1356501,0,0,0,0
"Hibch",195.3408711,219.2174696,248.7299549,213.2662745,230.9429597,211.5845658,216.5075882,181.3708752,0,0,0,0
"Pms1",110.6267178,112.1112173,80.54955836,67.62101385,98.44978762,91.47105685,94.34963706,70.92066274,0,0,0,0
"Ormdl1",633.8611941,611.6067302,591.286868,582.5810424,567.6964389,573.772993,561.132052,554.5763299,0,0,0,0
"Osgepl1",92.68725009,88.08738504,76.12375845,59.29842753,101.210062,85.00340637,70.51393927,81.38436708,0,0,0,0
"Asnsd1",1422.201138,1368.357447,1332.165773,1376.347713,1475.826723,1387.773004,1337.778538,1333.540986,0,0,0,0
"Stk17b",2306.218244,2133.116108,2358.951352,2381.300011,2176.016334,2152.803661,2315.042147,2188.076841,0,0,0,0
"Gtf3c3",435.5304117,489.4855828,488.6083101,484.7906532,502.3699443,500.7809375,496.5770371,451.1019204,0,0,0,0
"Pgap1",3359.663656,3351.324603,1958.85904,2010.94492,1833.742306,2239.654968,1807.540415,1678.843229,0,0,0,0
"Ankrd44",3035.7566,2898.875762,2281.942434,2453.082318,2238.582554,2511.296288,1852.232349,1755.577061,0,0,0,0
"Sf3b1",9575.689235,9346.271751,9548.220726,9544.966186,9681.202479,10381.50298,9819.314332,9677.763879,0,0,0,0
"Coq10b",427.5573149,362.3594703,463.8238306,435.8954585,461.8859195,486.9216865,524.3853512,519.6973155,0,0,0,0
"Hspd1",1311.574421,1216.206509,1718.095525,1717.573752,1607.399803,1664.958025,1865.143351,1941.598472,0,0,0,0
"Hspe1",595.9889844,600.5958071,619.6119874,547.2100506,587.0183598,572.8490429,639.5912238,554.5763299,0,0,0,0
"Mob4",912.9195815,878.8718643,937.3844209,976.8635694,1000.139431,997.8660747,1149.079264,1081.249448,0,0,0,0
"Rftn2",70.76123394,62.06156673,35.40639928,30.16937541,40.48402481,42.50170318,27.80831408,45.3427188,0,0,0,0
"Mars2",104.6468953,82.08142697,138.0849572,142.5242907,100.2899706,103.4824077,102.2948696,122.0765506,0,0,0,0
"Plcl1",26.90920164,19.01886722,73.4682785,59.29842753,145.3744527,99.78660747,120.171643,112.7754801,0,0,0,0
"Gm6644",1752.088018,1697.684148,1552.570608,1621.864009,1580.717151,1545.768466,1523.49835,1716.047512,0,0,0,0
"Satb2",69.76459684,48.04766457,46.02831906,64.50004398,48.76484807,58.20885436,44.69193334,55.80642314,0,0,0,0
"1700066M21Rik",306.9642261,239.2373298,212.4383957,199.7420717,221.742045,259.6299694,217.5007423,244.1531012,0,0,0,0
"Tyw5",164.4451211,137.1360426,161.0991167,171.6533429,185.8584776,173.702613,157.9114978,161.6061003,0,0,0,0
"Maip1",277.0651132,217.2154836,241.6486751,288.1695513,291.668997,247.6186185,260.2063675,276.7068481,0,0,0,0
"Kctd18",376.7288229,395.3922397,308.9208337,354.7502419,379.0776869,311.3711733,321.7819201,338.3264403,0,0,0,0
"Sgo2a",163.448484,166.16484,131.8888373,81.14521662,153.655276,100.7105575,129.1100297,136.0281564,0,0,0,0
"Aox1",22.92265325,24.02383228,15.93287968,18.72581922,11.96118915,15.70715118,15.89046519,9.301070523,0,0,0,0
"Bzw1",4676.221262,4677.640344,6281.980392,6155.592907,5925.389086,6189.541514,6555.810044,6703.74658,0,0,0,0
"Clk1",3800.177254,3734.704927,3222.867494,3361.28455,3377.655798,3335.45975,3324.086687,3149.575006,0,0,0,0
"Ppil3",316.9305971,294.2919455,293.873114,312.096987,308.2306435,290.1203217,325.7545364,306.9353273,0,0,0,0
"Nif3l1",349.8196213,342.33961,345.212393,311.0566637,311.9110094,334.469925,370.4464697,366.2296518,0,0,0,0
"Orc2",553.1335892,563.5590656,718.7499054,727.1859797,689.1485133,735.4642551,806.4411083,788.2657268,0,0,0,0
"Fam126b",418.587581,415.4120999,321.3130735,343.3066857,321.1119241,364.9602773,311.8503793,258.104707,0,0,0,0
"Ndufb3",575.0596054,518.5143801,513.3927895,484.7906532,542.8539691,485.9977364,488.6318045,502.2578083,0,0,0,0
"Gm20257",57.80495167,66.06553878,69.92763858,44.73390147,72.68722637,60.98070457,58.59609038,60.4569584,0,0,0,0
"Cflar",3284.915874,2932.909525,3128.155376,3305.107092,3140.272198,3369.645902,3477.032414,3557.659475,0,0,0,0
"Casp8",2561.357341,2623.602684,2753.732704,2861.929371,2942.452531,2546.406391,2905.968821,2756.604776,0,0,0,0
"Trak2",1454.093526,1416.405112,1484.41329,1606.25916,1473.98654,1549.464266,1575.142362,1537.001904,0,0,0,0
"Stradb",447.4900569,504.5004779,386.8149121,406.7664064,376.3174125,447.1918335,356.5423127,412.7350045,0,0,0,0
"Tmem237",253.1458228,249.2472599,215.0938756,191.4194854,218.0616791,219.9001165,175.7882711,190.6719457,0,0,0,0
"Als2",874.0507347,915.9086058,724.0608653,847.8634814,765.5161056,893.4597169,771.6807157,845.2347838,0,0,0,0
"Cdk15",57.80495167,50.04965059,51.33927895,60.33875082,66.24658606,91.47105685,80.44548002,66.27012748,0,0,0,0
"Fzd7",558.1167747,642.6375136,1664.985926,1637.468859,2061.924991,2018.830901,2331.925766,2138.083587,0,0,0,0
"Sumo1",1011.586654,954.9473332,880.7341821,937.3312843,939.413394,900.8513175,1025.928159,968.4739682,0,0,0,0
"Nop58",424.5674036,498.4945199,839.1316629,823.9360457,718.5914405,656.0045491,852.1261957,880.1137983,0,0,0,0
"Bmpr2",880.0305573,877.8708713,917.0257413,1099.621718,954.1348576,1119.827484,949.455295,1068.460476,0,0,0,0
"Fam117b",1493.959009,1599.586833,1525.130649,1558.404288,1638.682914,1720.395029,1554.286126,1382.371607,0,0,0,0
"Wdr12",249.1592744,261.2591761,289.4473141,287.1292281,257.6256125,272.5652704,276.0968326,325.5374683,0,0,0,0
"Carf",84.7141533,80.07944094,75.23859847,94.66941939,95.6895132,97.01475727,70.51393927,68.59539511,0,0,0,0
"Gm15464",139.5291937,167.165833,156.6733168,83.2258632,110.4109768,94.24290706,108.2537941,126.7270859,0,0,0,0
"Nbeal1",611.935178,626.6216254,639.970667,943.5732241,725.0320808,947.0488209,733.9408609,813.8436708,0,0,0,0
"Cyp20a1",421.5774923,389.3862816,421.3361514,447.3390147,442.5639985,449.9636837,452.8782579,433.6624131,0,0,0,0
"Abi2",557.1201376,553.5491355,493.03411,510.7987354,453.6050962,559.9137419,475.7208016,482.4930334,0,0,0,0
"Raph1",2206.554534,2456.436851,1235.683335,1290.00088,1373.696569,1489.407512,1137.161415,1117.291097,0,0,0,0
"Cd28",5252.277505,5600.555901,1526.900969,1525.113943,1857.664684,2055.788904,1522.505196,1269.596126,0,0,0,0
"Nrp2",10610.19854,10810.72453,17104.83149,18724.7789,15661.79705,17590.16142,19288.04528,20451.89145,0,0,0,0
"4930487H11Rik",11.95964517,22.02184626,36.29155926,47.85487134,32.20320156,47.12145353,21.84938963,27.90321157,0,0,0,0
"Ino80d",1468.046445,1522.510371,1356.065092,1600.01722,1360.815289,1819.257686,1442.059716,1463.755974,0,0,0,0
"Ino80dos",41.8587581,41.04071348,26.55479946,37.45163844,27.60274419,42.50170318,31.78093038,40.69218354,0,0,0,0
"Gm20342",28.90247583,30.02979035,23.01415953,28.08872883,33.12329303,24.0227018,31.78093038,23.25267631,0,0,0,0
"Ndufs1",1464.059897,1461.449797,1488.83909,1544.880086,1553.114407,1541.148715,1514.559963,1586.995158,0,0,0,0
"Eef1b2",4609.446577,4495.459616,4822.351582,4560.777304,4671.304409,4431.264532,4901.215357,4749.359136,0,0,0,0
"Fastkd2",361.7792665,306.3038616,400.9774718,399.4841434,361.5959489,399.1464299,429.0425601,466.21616,0,0,0,0
"Klf7",53.81840328,79.07844793,153.1326769,179.9759292,115.0114341,141.3643606,169.8293467,190.6719457,0,0,0,0
"Creb1",1856.734913,1821.807281,1615.416967,1762.307653,1780.377,1902.413192,1752.916941,1826.497724,0,0,0,0
"Mettl21a",440.5135972,464.4607575,389.4703921,356.8308885,373.5571381,366.8081775,337.6723853,338.3264403,0,0,0,0
"2810408I11Rik",19.93274195,19.01886722,22.12899955,14.56452606,15.64155504,12.0113509,28.80146815,15.1142396,0,0,0,0
"Ccnyl1",195.3408711,183.1817212,250.5002749,227.8308005,211.6210388,214.3564161,238.3569778,247.6410027,0,0,0,0
"Fzd5",298.9911293,322.3197498,256.6963948,261.1211458,241.9840574,284.5766213,213.528126,263.9178761,0,0,0,0
"Plekhm3",2310.204792,2346.32762,1488.83909,1657.235001,1551.274224,1661.262224,1307.983916,1456.780171,0,0,0,0
"D630023F18Rik",25.91256454,31.03078337,15.04771969,15.60484935,30.36301861,18.47900138,6.95207852,15.1142396,0,0,0,0
"Idh1",10568.33978,10400.31739,6396.16603,6369.899505,6091.005552,6856.633463,5729.505854,5176.045746,0,0,0,0
"Pikfyve",2584.279994,2785.763552,2524.476269,3107.445667,2393.157921,3033.328077,2622.91991,2856.591284,0,0,0,0
"Map2",18.93610486,28.02780433,23.89931951,28.08872883,26.68265272,19.40295145,31.78093038,26.74057775,0,0,0,0
"Rpe",818.2390572,700.6951082,901.9780216,957.0974268,911.8106498,934.11352,977.2636091,1035.90673,0,0,0,0
"Kansl1l",447.4900569,439.4359322,299.1840739,296.4921377,339.5137536,339.0896754,352.5696964,366.2296518,0,0,0,0
"Acadl",1304.597961,1397.386244,1217.980135,1188.049197,1283.527605,1153.089686,1289.113988,1181.235956,0,0,0,0
"Lancl1",584.0293393,685.6802131,517.8185895,481.6696833,529.9726885,508.1725381,510.4811942,481.3303996,0,0,0,0
"Ikzf2",118.5998146,110.1092313,246.074475,208.064658,218.0616791,230.0635672,238.3569778,175.5577061,0,0,0,0
"Bard1",90.69397589,82.08142697,84.97535827,57.21778095,76.36759226,67.44835505,78.45917187,59.29432459,0,0,0,0
"Atic",981.6875412,1051.042662,1511.853249,1539.678469,1382.897484,1379.457453,1565.210821,1500.960256,0,0,0,0
"Fn1",97.67043557,109.1082383,326.6240333,337.064746,259.4657954,339.0896754,381.3711645,444.1261175,0,0,0,0
"Mreg",55.81167747,58.05759468,48.68379901,65.54036727,46.92466513,38.80590291,62.56870668,55.80642314,0,0,0,0
"Pecr",43.8520323,57.05660167,64.61667868,41.6129316,66.24658606,52.66515394,40.71931705,43.01745117,0,0,0,0
"Smarcal1",810.2659604,835.8291648,784.251744,739.6698592,792.1987583,716.9852537,740.8929394,778.9646563,0,0,0,0
"Rpl37a",779.3702104,777.7715702,760.3524245,639.7988234,568.6165303,593.1759444,677.3310787,651.0749366,0,0,0,0
"Tns1",4216.77156,5280.238137,1980.10288,1933.960996,1916.550538,2319.114674,1868.122814,1550.95351,0,0,0,0
"Cxcr2",35.87893552,43.04269951,28.32511942,24.96775896,36.80365892,40.65380304,33.76723853,44.18008499,0,0,0,0
"Arpc2",17933.48794,17861.7193,21639.50608,20501.65108,20560.36406,19181.20344,21157.16124,21598.24839,0,0,0,0
"Aamp",3867.948576,3747.717836,3838.938842,3836.712294,3996.877359,3851.023888,3980.56153,4263.378201,0,0,0,0
"Pnkd",563.0999602,538.5342403,413.3697116,416.129316,457.2854621,420.3972815,412.1589408,440.638216,0,0,0,0
"Tmbim1",2631.121938,2631.610628,2751.962384,2851.526138,2466.765239,2655.432499,2638.810375,2750.791607,0,0,0,0
"Slc11a1",15251.53751,16044.91699,14460.85863,14218.09841,13179.39026,13566.35887,13534.70372,14039.96595,0,0,0,0
"Ctdsp1",4358.294028,4522.486427,4527.593308,4318.381977,4573.774713,4609.586895,4788.988946,4251.751863,0,0,0,0
"Usp37",520.244565,470.4667155,543.4882289,552.411667,521.6918652,583.9364437,564.1115142,551.0884285,0,0,0,0
"Cnot9",1455.090163,1416.405112,1657.019486,1624.984979,1599.11898,1550.388216,1655.587842,1724.185948,0,0,0,0
"Zfp142",529.2142989,551.5471495,608.9900676,615.8713877,593.4590001,601.491495,561.132052,702.2308245,0,0,0,0
"Bcs1l",162.4518469,163.1618609,177.9171564,165.4114031,165.6164651,155.2236116,186.712966,146.4918607,0,0,0,0
