"","ctrl_A","ctrl_B","IL6_A","IL6_B","IL10_A","IL10_B","IL6IL10_A","IL6IL10_B","X1","X2","X3","X4"
"Pgam2",97.67043557,100.0993012,92.05663813,50.97584121,55.20548838,89.62315671,76.47286372,63.94485985,0,0,0,0
"Polm",350.8162584,362.3594703,313.3466336,280.8872883,297.1895458,286.4245214,297.9462223,304.6100596,0,0,0,0
"Aebp1",3.986548391,11.01092313,14.16255971,13.52420277,19.32192093,36.0340527,7.945232594,27.90321157,0,0,0,0
"Pold2",339.8532503,338.335638,324.8537134,278.8066417,285.2283566,251.3144188,300.9256845,259.2673408,0,0,0,0
"Ykt6",2899.217317,2710.689076,3449.46845,3182.348944,3282.886376,3146.049986,3482.991338,3534.406799,0,0,0,0
"Nudcd3",1415.224679,1487.475616,1538.408049,1530.31556,1496.068735,1530.061315,1518.53258,1593.970961,0,0,0,0
"Rps15a-ps6",156.4720243,142.1410077,126.5778774,136.282351,158.2557334,125.6572094,138.0484163,127.8897197,0,0,0,0
"Ddx56",616.9183635,611.6067302,805.4955836,826.0166923,797.7193071,790.9012592,886.8865883,873.1379954,0,0,0,0
"Tmed4",1112.247001,1115.106215,1124.153177,1085.057192,1090.308396,1094.880832,1042.811778,1105.664758,0,0,0,0
"Ogdh",4402.146061,4363.328538,4723.213664,4673.132219,4527.770139,4757.418906,4813.817798,4795.864489,0,0,0,0
"Zmiz2",5121.718045,5175.133871,3799.106643,3965.712382,3728.210649,3953.582346,3615.08083,3652.995448,0,0,0,0
"Ppia",2717.829365,2877.854909,2821.890023,2447.880701,2678.386278,2255.362119,2705.351698,2629.87769,0,0,0,0
"H2afv",774.3870249,752.7467449,536.4069491,519.1213217,609.1005552,505.4006878,535.310046,432.4997793,0,0,0,0
"Purb",2784.604051,2676.655314,3048.490978,3392.494249,3325.210584,3667.157825,3437.306251,3451.859798,0,0,0,0
"Myo1g",4018.440778,3885.854872,3312.268653,3304.066769,3399.737993,3270.783245,3128.435334,3407.679713,0,0,0,0
"Snhg15",173.414855,187.1856932,193.8500361,228.8711238,185.8584776,214.3564161,182.7403497,187.1840443,0,0,0,0
"Ccm2",1688.303244,1792.778484,1255.156854,1034.08135,1230.162299,1109.664033,1150.072418,1132.405336,0,0,0,0
"Tbrg4",772.3937507,715.7100034,968.3650203,912.3635254,802.3197645,791.8252093,956.4073735,1021.955124,0,0,0,0
"Ramp3",71.75787103,81.08043395,46.02831906,36.41131515,46.00457365,38.80590291,35.75354667,37.20428209,0,0,0,0
"Tns3",11305.85124,11797.70364,12751.6147,13804.04974,10457.75968,12826.27486,12395.556,13171.47849,0,0,0,0
"Hus1",258.1290083,270.2681132,234.5673952,243.4356499,233.7032342,254.086269,243.3227482,222.0630587,0,0,0,0
"Abca13",28.90247583,46.04567854,31.86575935,46.81454805,36.80365892,51.74120387,30.7877763,41.85481735,0,0,0,0
"Zpbp",22.92265325,27.02681132,23.89931951,10.4032329,25.76256125,18.47900138,14.89731111,20.92740868,0,0,0,0
"Ikzf1",3099.541374,3079.054504,3505.233529,3544.381449,3350.973145,3246.760543,3575.354667,3494.877249,0,0,0,0
"Fignl1",245.172726,204.2025744,155.7881568,141.4839674,148.1347272,108.1021581,127.1237215,111.6128463,0,0,0,0
"Sec61g",42.8553952,26.02581831,51.33927895,44.73390147,64.40640311,29.56640221,45.68508742,54.64378932,0,0,0,0
"Egfr",11.95964517,16.01588819,23.01415953,13.52420277,18.40182946,31.41430235,14.89731111,17.43950723,0,0,0,0
"Fbxo48",27.90583874,29.02879734,29.21027941,13.52420277,12.88128062,22.17480166,12.91100297,25.57794394,0,0,0,0
"Plek",5666.878538,5547.503271,19534.59564,19862.89258,19652.23377,17998.54735,24675.90613,25018.71707,0,0,0,0
"Cnrip1",394.6682907,484.4806177,410.7142316,358.9115351,293.5091799,317.8388238,430.0357142,341.8143417,0,0,0,0
"Ppp3r1",3025.790229,3072.047553,3558.343128,3700.429943,3665.644429,3765.096532,4125.562025,3880.871676,0,0,0,0
"Pno1",699.6392426,632.6275834,994.0346598,933.1699912,910.8905583,976.6152231,1095.448944,1080.086815,0,0,0,0
"Wdr92",245.172726,235.2333578,270.8589545,253.8388828,249.3447892,215.2803661,282.0557571,196.4851148,0,0,0,0
"C1d",911.9229444,908.9016547,1084.320978,1062.170079,1044.303822,988.626574,1164.969729,1123.104266,0,0,0,0
"Etaa1",306.9642261,286.2840014,221.2899955,222.6291841,235.5434171,248.5425686,215.5144341,239.502566,0,0,0,0
"Meis1",110.6267178,78.07745492,88.5159982,75.94360017,92.00914731,64.67650484,79.45232594,88.36016997,0,0,0,0
"Spred2",172.4182179,193.1916513,400.0923119,420.2906092,325.7123815,372.3518779,376.4053941,423.1987088,0,0,0,0
"Actr2",12832.69927,12055.95983,14717.55502,15312.51851,14802.43162,14674.175,15087.9967,16229.20543,0,0,0,0
"Rab1a",6035.634264,5665.620447,7995.650117,8077.070024,7864.02182,8005.103399,9005.921145,9067.381126,0,0,0,0
"Cep68",663.7603071,584.5799189,547.0288689,544.0890807,474.7672001,485.0737863,529.3511216,575.5037386,0,0,0,0
"Slc1a4",65.77804845,60.05958071,82.31987832,121.7178249,66.24658606,101.6345076,81.43863409,108.1249448,0,0,0,0
"Sertad2",1183.008235,1121.112173,1391.471492,1535.517176,1357.134923,1516.202064,1498.669498,1530.026101,0,0,0,0
"Aftph",4559.614722,4426.391098,4857.757981,5040.36634,5147.911792,5168.576687,5222.997277,5192.32262,0,0,0,0
"Lgalsl",23.91929034,21.02085325,28.32511942,34.33066857,40.48402481,23.09875173,34.7603926,20.92740868,0,0,0,0
"Peli1",1263.73584,1335.324678,911.7147814,933.1699912,888.808363,982.1589236,869.009815,892.9027702,0,0,0,0
"Vps54",1473.02963,1467.455755,1326.854813,1491.823598,1383.817575,1457.069259,1446.032332,1362.606832,0,0,0,0
"Ugp2",1971.348179,1897.88275,2147.398116,2123.299835,2228.461548,2150.031811,2142.233338,2155.523094,0,0,0,0
"Mdh1",3588.890189,3226.200477,2943.15694,3097.042434,3004.09866,2938.16122,3043.024084,3293.741599,0,0,0,0
"Wdpcp",153.482113,129.1280985,133.6591573,122.7581482,117.7717086,117.3416588,102.2948696,110.4502125,0,0,0,0
"Ehbp1",130.5594598,139.1380286,65.50183867,117.5565318,84.64841552,98.8626574,95.34279113,82.54700089,0,0,0,0
"Tmem17",31.89238713,38.03773445,19.4735196,27.04840554,23.9223783,26.79455201,28.80146815,20.92740868,0,0,0,0
"B3gnt2",2802.543519,2969.946266,1754.387084,1791.436705,1929.431819,1825.725337,1737.026476,1779.992371,0,0,0,0
"Commd1",760.4341055,700.6951082,788.6775439,702.2182208,768.27638,735.4642551,793.5301053,744.0856419,0,0,0,0
"Zrsr1",634.8578312,613.6087162,425.7619513,422.3712558,431.5229009,499.8569874,448.9056416,377.85599,0,0,0,0
"Cct4",3332.754455,3203.177638,3306.072533,3082.477908,3137.511923,3126.647034,3320.11407,3358.849093,0,0,0,0
"Fam161a",38.86884681,40.03972047,31.86575935,30.16937541,34.0433845,21.25085159,17.87677334,22.09004249,0,0,0,0
"Xpo1",2470.663365,2480.460683,2688.230865,2725.64702,2758.434236,2776.469958,2849.359039,2961.228328,0,0,0,0
"Usp34",2002.243929,2067.050569,2180.149036,2597.687255,2192.57798,2801.41661,2422.302787,2426.416773,0,0,0,0
"Ahsa2",308.9575003,288.2859874,381.5039522,347.4679789,322.952107,384.3632288,428.049406,454.5898218,0,0,0,0
"Selenok-ps1",27.90583874,32.03177638,23.01415953,21.84678909,23.9223783,18.47900138,33.76723853,24.41531012,0,0,0,0
"0610010F05Rik",468.4194359,443.4399042,522.2443894,626.2746206,550.2147009,548.8263411,548.221049,580.1542739,0,0,0,0
"Pex13",888.0036541,807.8013605,791.3330239,819.7747526,764.5960141,781.6617585,810.4137246,806.8678679,0,0,0,0
"Pus10",576.0562425,642.6375136,445.2354709,469.1858038,523.5320482,558.9897919,496.5770371,528.998386,0,0,0,0
"Rel",646.8174764,687.6821991,461.1683506,500.3955025,548.3745179,620.8944465,466.7824149,530.1610198,0,0,0,0
"Papolg",379.7187342,445.4418902,357.6046327,394.2825269,350.5548512,408.3859306,365.4806993,337.1638065,0,0,0,0
"Bcl11a",55.81167747,73.07248986,47.79863903,43.69357818,67.16667753,59.13280443,66.54132298,36.04164828,0,0,0,0
"Fancl",164.4451211,170.168812,145.166237,164.3710798,145.3744527,141.3643606,162.8772682,160.4434665,0,0,0,0
"Vrk2",679.7065006,618.6136813,521.3592294,487.911623,490.4087551,462.8989847,417.1247112,422.036075,0,0,0,0
"Gm12070",4082.225552,3979.948215,5511.006048,4770.922608,4994.256516,4728.776454,5634.163063,5403.921974,0,0,0,0
"Pnpt1",852.1247185,768.7626331,971.9056602,945.6538706,886.96818,946.1248709,964.3526061,949.8718272,0,0,0,0
"Ppp4r3b",2472.656639,2408.389186,2445.69703,2504.058159,2420.760666,2640.649298,2483.87834,2472.922125,0,0,0,0
"Cfap36",394.6682907,317.3147847,321.3130735,332.9034528,376.3174125,312.2951234,307.877763,298.7968906,0,0,0,0
"Ccdc88a",1188.988058,1196.186649,912.5999414,1089.218485,944.9339428,1093.956882,921.6469809,939.4081228,0,0,0,0
"Prorsd1",627.8813716,548.5441705,721.4053853,678.2907851,763.6759226,736.3882051,774.6601779,792.9162621,0,0,0,0
"Mtif2",651.8006619,628.6236114,692.1951059,689.7343413,711.2307087,719.7571039,694.2146979,708.0439936,0,0,0,0
"Rps27a",491.3420892,525.5213312,514.2779495,428.6131955,531.8128714,450.8876338,472.7413394,491.7941039,0,0,0,0
"Rtn4",15917.29109,14891.77304,15531.01704,15772.3414,14628.53433,14471.82993,14760.25585,15882.74055,0,0,0,0
"Eml6",184.3778631,161.1598749,132.7739973,161.25011,124.2123489,167.2349625,139.0415704,137.1907902,0,0,0,0
"Sptbn1",2643.081583,2802.780433,2597.059387,2674.671179,2510.92963,2630.485847,2339.870999,2575.233901,0,0,0,0
"Acyp2",30.89575003,18.01787421,21.24383957,21.84678909,22.08219535,32.33825242,32.77408445,32.55374683,0,0,0,0
"Psme4",3131.433761,3108.083302,3481.334209,3904.333308,3490.827049,3800.206635,3698.505773,4028.52617,0,0,0,0
"Erlec1",985.6740896,916.9095988,759.4672645,914.4441719,802.3197645,867.589115,841.2015009,834.7710795,0,0,0,0
"Asb3",323.9070568,336.333652,269.9737945,277.7663184,270.5068931,256.8581192,274.1105245,249.9662703,0,0,0,0
"Chac2",79.73096782,92.09135708,70.81279856,107.1532989,73.60731784,72.99205547,88.39071261,66.27012748,0,0,0,0
"Bod1",256.1357341,246.2442809,274.3995944,264.2421157,276.9475334,258.7060194,305.8914549,253.4541718,0,0,0,0
"Cpeb4",1219.883808,1311.300845,1138.315737,1390.912239,1342.413459,1584.574369,1277.19614,1541.652439,0,0,0,0
"Snrnp25",256.1357341,299.2969105,216.8641956,203.9033648,233.7032342,245.7707184,240.343286,249.9662703,0,0,0,0
"Rhbdf1",104.6468953,110.1092313,63.7315187,122.7581482,64.40640311,100.7105575,57.60293631,97.66124049,0,0,0,0
"Mpg",305.967589,351.3485471,265.5479946,260.0808225,268.6667101,251.3144188,242.3295941,240.6651998,0,0,0,0
"Nprl3",397.658202,437.4339461,409.8290717,391.1615571,414.0411629,360.340527,378.3917023,345.3022432,0,0,0,0
"Sh3pxd2b",6819.98766,7082.025558,10544.02571,10817.28157,10028.99706,10691.9502,10389.38477,11058.97285,0,0,0,0
"Ubtd2",114.6132662,142.1410077,124.8075575,124.8387948,117.7717086,147.8320111,149.9662652,139.5160578,0,0,0,0
"Stk10",2207.551171,2315.296836,1367.572172,1377.388036,1273.406599,1316.628849,1070.620092,1084.73735,0,0,0,0
"Fbxw11",2448.737349,2429.41004,2715.670825,2864.010017,2733.591766,2903.051117,2973.503298,3142.599203,0,0,0,0
"Npm1",1970.351542,1943.928429,1771.205124,1692.605993,1810.740019,1610.444971,1829.389805,1595.133595,0,0,0,0
"Gm12115",175.4081292,155.1539168,153.1326769,112.3549153,166.5365566,146.908061,149.9662652,149.9797622,0,0,0,0
"Lcp2",3218.141188,3119.094225,3975.253479,3714.994469,3709.808819,3254.152144,4071.931705,3699.500801,0,0,0,0
"Dock2",11287.91177,11961.86649,9343.74877,10155.63596,9311.325707,9869.634639,9089.346088,9892.851135,0,0,0,0
"Spdl1",334.8700648,341.338617,256.6963948,270.4840554,301.7900032,319.6867239,298.9393764,262.7552423,0,0,0,0
"Pank3",1845.771905,1835.821184,1963.28484,2204.445052,1900.908983,2229.491517,2175.007423,2034.609177,0,0,0,0
"Rars",1257.756017,1183.17374,2098.714317,2087.928843,1852.144135,1822.953487,2403.43286,2478.735294,0,0,0,0
"Mat2b",1954.405349,1814.80033,1695.081365,1606.25916,1739.892976,1694.524427,1682.403002,1618.386271,0,0,0,0
"Hmmr",270.0886535,238.2363368,311.5763137,203.9033648,287.0685396,184.7900138,342.6381556,261.5926085,0,0,0,0
"Nudcd2",481.3757182,500.4965059,654.1332267,581.5407191,545.6142435,582.0885436,590.9266742,635.960697,0,0,0,0
"Ccng1",4124.08431,4068.0356,3799.106643,3960.510765,3833.101077,3935.103345,3718.368854,3852.968464,0,0,0,0
"Pttg1",609.9419038,596.591835,381.5039522,322.5002199,395.6393334,364.0363273,297.9462223,336.0011726,0,0,0,0
"Slu7",2169.678962,2012.996947,1885.390762,1938.122289,1943.233191,1980.024998,1905.862669,1971.826951,0,0,0,0
"Pwwp2a",429.5505891,469.4657225,366.4562325,408.847053,413.1210714,437.9523328,429.0425601,406.9218354,0,0,0,0
"Ttc1",762.4273797,726.7209266,770.0891843,849.944128,852.004704,826.0113619,841.2015009,885.9269673,0,0,0,0
"Il12b",52.82176618,85.084406,44.2579991,13.52420277,38.64384187,19.40295145,28.80146815,5.813169077,0,0,0,0
"Ublcp1",156.4720243,151.1499448,146.936557,158.1291401,159.1758248,145.9841109,186.712966,169.744537,0,0,0,0
"Rnf145",2253.396478,2327.308752,1857.950802,1981.815868,1991.998039,1943.066996,2136.274414,2004.380698,0,0,0,0
"Clint1",3099.541374,3092.067413,3406.980771,3304.066769,3164.194576,3327.144199,3677.649537,3412.330248,0,0,0,0
"Lsm11",254.1424599,232.2303787,192.9648761,198.7017484,193.2192093,219.9001165,209.5555097,227.8762278,0,0,0,0
"Thg1l",103.6502582,114.1132033,131.8888373,138.3629976,122.3721659,118.2656089,141.0278785,131.3776211,0,0,0,0
"Adam19",1809.892969,1885.870834,1487.95393,1338.896074,1762.895262,1649.250874,1506.614731,1344.004691,0,0,0,0
"Cyfip2",1668.370502,1751.737771,1416.255971,1354.500924,1314.810715,1426.578907,1334.799076,1361.444198,0,0,0,0
"Med7",423.5707665,393.3902536,435.4987111,451.5003079,446.2443644,385.2871789,492.6044208,432.4997793,0,0,0,0
"Havcr2",485.3622666,528.5243102,253.1557548,198.7017484,237.3836,229.1396172,132.0894919,153.4676636,0,0,0,0
"Gm12174",2422.824785,2244.226332,2461.62991,2198.203112,2301.148774,2078.887656,2498.775651,2340.38187,0,0,0,0
"Rack1",6980.446232,6652.599556,7349.48333,6739.214273,6803.156352,6461.182834,7074.236471,7159.499035,0,0,0,0
"Snord96a",45.84530649,43.04269951,80.54955836,67.62101385,69.92695195,69.29625519,86.40440446,81.38436708,0,0,0,0
"Trim41",2471.660002,2520.500404,2404.979671,2326.162877,2362.794903,2313.570973,2299.151682,2341.544504,0,0,0,0
"Trim7",227.2332583,237.2353438,240.7635151,287.1292281,226.3425024,230.9875173,249.2816726,270.893679,0,0,0,0
"Irgm1",4729.043029,4273.239167,3361.837612,3437.22815,3826.660436,3272.631145,3077.784476,3825.065253,0,0,0,0
"Gm5431",2509.532212,2380.361382,1366.687012,1487.662305,1794.178372,1428.426807,1235.483668,1503.285523,0,0,0,0
"Gm12185",109.6300807,115.1141964,59.30571879,62.4193974,57.9657628,63.75255477,49.65770371,41.85481735,0,0,0,0
"9930111J21Rik1",1209.917437,1235.225377,714.3241055,658.5246426,748.9544591,804.7605103,595.8924446,669.6770777,0,0,0,0
"Tgtp1",840.1650734,649.6444646,462.0535106,468.1454805,491.3288466,363.1123772,454.864566,539.4620903,0,0,0,0
"9930111J21Rik2",1739.131735,1735.721882,1027.670739,1097.541071,1103.189676,1105.044283,774.6601779,1012.654053,0,0,0,0
"Tgtp2",796.3130411,640.6355275,410.7142316,437.9761051,432.4429923,291.0442718,431.0288682,537.1368227,0,0,0,0
"Ifi47",3026.786866,2653.632474,2817.464223,2402.106477,2599.258411,1951.382546,2974.496452,3509.991489,0,0,0,0
"Zfp62",958.764888,970.9632214,1050.684899,1075.694282,1059.945377,1179.884238,1116.305179,1068.460476,0,0,0,0
"Mgat1",3948.676181,3959.928355,3995.612159,3764.929987,3700.607905,3707.811628,4004.397227,3719.265575,0,0,0,0
"Cnot6",994.6438235,999.9920188,1070.158418,1134.992709,1059.025285,1066.23838,1035.859699,1133.56797,0,0,0,0
"Gm12191",2660.024414,2548.528208,2779.402343,2577.921113,2904.72878,2594.451794,2735.146321,2843.802312,0,0,0,0
"Mapk9",1454.093526,1462.45079,1634.005327,1640.589828,1536.55276,1558.703767,1668.498845,1506.773425,0,0,0,0
"Rnf130",6793.078458,6653.600549,6934.343299,7082.520959,7507.026329,7394.372404,7620.471212,7225.769163,0,0,0,0
"Tbc1d9b",4216.77156,3919.888634,5708.396724,5590.697361,6368.873176,6288.404171,6562.762123,6515.399901,0,0,0,0
"Mrnip",55.81167747,65.06454577,61.96119874,56.17745766,68.08676901,67.44835505,42.70562519,39.52954972,0,0,0,0
"Sqstm1",19857.99417,20792.62684,13927.10716,13564.77538,14705.82201,14283.34412,13584.36143,12888.95848,0,0,0,0
"Mgat4b",2098.917728,2295.276976,1583.551208,1722.775368,1607.399803,1803.550535,1522.505196,1455.617537,0,0,0,0
"Ltc4s",92.68725009,119.1181684,75.23859847,43.69357818,82.80823257,72.0681054,88.39071261,75.571198,0,0,0,0
"Maml1",1329.513888,1409.398161,1326.854813,1325.371872,1479.507089,1458.917159,1424.182943,1369.582635,0,0,0,0
"Canx",12223.754,12241.14354,13342.90157,14133.83222,13265.87886,14420.08873,14392.78884,14549.19957,0,0,0,0
"Hnrnph1",4959.266198,4936.897534,5652.631645,5662.479668,5454.302252,5797.786684,5857.62273,5749.224217,0,0,0,0
"Rufy1",1444.127155,1487.475616,1549.915128,1445.00905,1596.358706,1556.855867,1550.31351,1635.825778,0,0,0,0
"Zfp2",20.92937905,19.01886722,18.58835962,12.48387948,23.9223783,16.63110125,9.931540743,18.60214105,0,0,0,0
"Clk4",1124.206646,1112.103236,1022.359779,1035.121674,1042.463639,1094.880832,1023.941851,995.214546,0,0,0,0
"Phykpl",119.5964517,149.1479588,132.7739973,148.7662305,151.8150931,163.5391622,150.9594193,174.3950723,0,0,0,0
"Hnrnpab",4254.64377,3871.84097,5437.537769,5589.657037,5328.24972,5227.709491,6078.102935,5820.14488,0,0,0,0
"Nhp2",608.9452667,560.5560866,721.4053853,610.6697713,665.226135,591.3280443,692.2283898,654.5628381,0,0,0,0
"Rmnd5b",1127.196557,1188.178705,991.3791798,875.9522102,919.1713816,787.205459,941.5100624,771.9888534,0,0,0,0
"N4bp3",342.8431616,391.3882676,157.5584768,169.5726963,171.137014,162.6152122,120.171643,108.1249448,0,0,0,0
"D930048N14Rik",267.0987422,230.2283927,70.81279856,69.70166043,78.20777521,76.68785574,48.66454964,34.87901446,0,0,0,0
"0610009B22Rik",374.7355487,405.4021698,333.7053132,336.0244227,336.7534791,335.3938751,319.7956119,340.6517079,0,0,0,0
"Sec24a",724.55517,786.7805073,879.8490221,1036.161997,840.0435149,959.9841219,870.9961231,890.5775026,0,0,0,0
"Sar1b",556.1235005,509.505443,638.200347,630.4359138,667.9864094,599.6435949,739.8997853,708.0439936,0,0,0,0
"Jade2",2763.674672,2806.784405,3208.704935,3258.292544,2913.929695,3264.315594,3280.387907,3353.035924,0,0,0,0
"Cdkn2aipnl",779.3702104,823.8172487,831.1652231,768.7989113,736.9932699,686.4949014,764.7286372,758.0372476,0,0,0,0
"Ube2b",2455.713809,2317.298822,2096.943997,1935.001319,2141.972949,2113.997758,2131.308643,2007.868599,0,0,0,0
"Cdkl3",41.8587581,53.05262962,53.10959892,40.57260831,56.12557986,55.43700415,53.63032001,41.85481735,0,0,0,0
"Ppp2ca",4585.527287,4282.248104,6158.943155,5808.124928,6252.941651,5950.238446,6961.016907,6583.995297,0,0,0,0
"Skp1a",1963.375082,1835.821184,2014.624119,1951.646492,1979.116759,1958.774147,2071.719399,2146.222023,0,0,0,0
"Vdac1",2937.089527,2909.886685,2990.955579,2880.65519,2891.8475,2806.03636,2872.201583,2782.18272,0,0,0,0
"9530068E07Rik",4908.437706,4953.914415,4661.252465,4548.293424,4694.306696,4460.830934,4787.002638,4558.68719,0,0,0,0
"Hspa4",4586.523924,4660.623463,5840.285561,5951.689542,5571.153869,5783.003483,6070.157702,6094.52646,0,0,0,0
"Zcchc10",204.310605,181.1797351,200.9313159,194.5404552,173.8972884,178.3223634,224.4528208,188.3466781,0,0,0,0
"Aff4",3889.874592,4208.174622,3833.627882,4180.018979,3856.103364,4464.526734,3974.602605,4055.266748,0,0,0,0
"Uqcrq",1231.843453,1357.346524,1490.60941,1241.105685,1366.335837,1345.271301,1424.182943,1464.918607,0,0,0,0
"Gdf9",51.82512908,56.05560866,28.32511942,28.08872883,25.76256125,27.71850208,24.82885186,24.41531012,0,0,0,0
"8-sep",2195.591526,2183.165759,2851.985462,2932.671355,3049.183142,3110.939883,3229.73705,3189.104556,0,0,0,0
"A430108G06Rik",32.88902422,51.0506436,83.20503831,68.66133714,90.16896436,84.0794563,72.50024742,88.36016997,0,0,0,0
"Kif3a",2603.216099,2684.663258,4511.660428,4418.253013,5733.089969,5658.270224,6443.583634,5270.219085,0,0,0,0
"Rad50",1021.553025,1041.032732,802.8401037,887.3957664,852.9247955,922.1021691,882.913972,816.1689384,0,0,0,0
"Irf1",4663.26498,4489.453658,5036.560297,4811.495216,6038.560338,5645.334923,5700.704386,5600.407089,0,0,0,0
"Gm12216",7.973096782,17.0168812,23.01415953,20.8064658,12.88128062,10.16345076,20.85623556,16.27687342,0,0,0,0
"Slc22a5",512.2714682,498.4945199,388.5852321,359.9518584,405.7603396,442.5720831,353.5628504,363.9043842,0,0,0,0
"Slc22a21",75.74441943,93.0923501,65.50183867,62.4193974,69.00686048,72.99205547,48.66454964,62.78222603,0,0,0,0
"Slc22a4",205.3072421,228.2264067,203.5867959,201.8227183,191.3790264,232.8354174,201.6102771,146.4918607,0,0,0,0
"Pdlim4",1146.132662,1122.113166,1053.340379,1097.541071,1189.678275,1149.393886,1141.134031,1109.15266,0,0,0,0
"P4ha2",92.68725009,95.09433612,106.2191978,112.3549153,92.92923878,115.4937586,111.2332563,99.98650812,0,0,0,0
"Fnip1",2758.691486,2899.876755,2109.336237,2490.533956,2313.109963,2749.675406,2316.035301,2500.825337,0,0,0,0
"Rapgef6",1557.743784,1747.733799,1055.110699,1035.121674,1107.790134,1093.956882,1059.695397,1127.754801,0,0,0,0
"Cdc42se2",5512.399787,5277.235158,3856.642041,3909.534924,3667.484612,3845.480188,3694.533156,3991.321888,0,0,0,0
"Lyrm7",25.91256454,15.01489518,23.01415953,18.72581922,13.8013721,20.32690152,14.89731111,26.74057775,0,0,0,0
"Hint1",2717.829365,2570.550054,2467.82603,2361.533868,2478.726428,2236.883118,2539.494968,2462.458421,0,0,0,0
"Gpx3",2017.193486,2293.27499,1336.591573,1120.428183,1434.422606,1259.343944,1392.402012,977.7750387,0,0,0,0
"Tnip1",2704.873083,2594.573887,1858.835962,1790.396382,2016.840509,1953.230446,1818.46511,1703.25854,0,0,0,0
"Anxa6",6770.155805,6669.616438,5942.964119,5430.487574,5916.188172,5296.081797,5993.684838,5841.072289,0,0,0,0
"Ccdc69",130.5594598,111.1102243,134.5443173,119.6371784,115.9315256,130.2769598,119.1784889,106.962311,0,0,0,0
"Gm2a",15127.95451,15439.31621,13097.71225,12466.19398,13022.97471,12394.79018,12865.31788,12251.83515,0,0,0,0
"Slc36a2",28.90247583,45.04468553,22.12899955,9.36290961,17.48173799,24.94665187,24.82885186,20.92740868,0,0,0,0
"Slc36a1",3532.081874,3775.74564,2969.71174,3048.14724,2888.167134,3370.569852,2871.208429,2658.943536,0,0,0,0
"Sparc",10.96300807,6.005958071,22.12899955,27.04840554,25.76256125,56.36095422,19.86308149,30.2284792,0,0,0,0
"Atox1",3807.153713,3844.814158,3542.410248,2937.872971,3177.995948,2831.906962,3108.572252,3150.73764,0,0,0,0
"G3bp1",2048.089236,1906.891687,2562.538148,2519.663008,2441.922769,2418.901281,2666.618689,2655.455634,0,0,0,0
"Fam114a2",999.627009,927.9205219,986.0682199,1044.484583,1024.06181,1091.185032,1064.661168,1013.816687,0,0,0,0
"Mfap3",2795.567059,2700.679146,2564.308468,2575.840466,2470.445605,2411.509681,2475.933107,2531.053816,0,0,0,0
"Galnt10",2095.927816,2216.198528,1680.033646,1617.702716,1427.981966,1713.003428,1442.059716,1545.140341,0,0,0,0
"Sap30l",342.8431616,314.3118057,334.5904732,345.3873323,354.2352171,326.1543744,415.138403,292.9837215,0,0,0,0
"Larp1",3303.851979,3293.267009,5153.401415,5534.519903,4741.231361,4984.710623,5547.758659,5630.635568,0,0,0,0
"Gm12248",13.95291937,16.01588819,25.66963948,23.92743567,19.32192093,13.85925104,28.80146815,13.95160578,0,0,0,0
"Cnot8",1426.187687,1533.521294,1500.346169,1441.88808,1506.189741,1502.342813,1455.963873,1424.226424,0,0,0,0
"Gemin5",459.449702,487.4835967,534.6366291,565.9358698,527.2124141,540.5107905,463.8029527,491.7941039,0,0,0,0
"Mrpl22",224.243347,218.2164766,249.6151149,237.1937101,257.6256125,252.2383689,261.1995215,283.682651,0,0,0,0
"Gm12250",1273.702211,1237.227363,909.0593015,846.8231581,1001.979614,843.5664132,792.5369513,961.4981653,0,0,0,0
"Igtp",1559.737058,1467.455755,1191.425336,1076.734605,1276.166873,954.4404215,1117.298334,1256.807154,0,0,0,0
"Irgm2",3173.292519,3113.088267,1692.425886,1594.815604,2072.966089,1686.208876,1470.861184,1590.483059,0,0,0,0
"Zfp692",278.0617503,314.3118057,261.1221947,296.4921377,264.0662528,304.9035228,297.9462223,258.104707,0,0,0,0
"Zfp672",314.9373229,303.3008826,405.4032717,388.0405872,386.4384187,400.99433,464.7961068,480.1677658,0,0,0,0
"Sh3bp5l",773.3903878,820.8142697,660.3293466,693.8956345,663.3859521,665.2440498,681.3036949,638.2859647,0,0,0,0
"2810021J22Rik",146.5056534,182.1807281,120.3817575,125.8791181,117.7717086,134.8967101,110.2401022,109.2875786,0,0,0,0
"Zfp39",130.5594598,140.1390216,129.2333574,141.4839674,148.1347272,175.5505131,128.1168756,159.2808327,0,0,0,0
"Rnf187",3058.679253,3041.01677,3530.018008,3279.09901,3472.425219,3180.236138,3540.594275,3225.146204,0,0,0,0
"H2aw",1053.445412,929.9225079,1439.270131,1261.912151,1522.751388,1331.41205,1599.971214,1393.997945,0,0,0,0
"2310058D17Rik",44.8486694,42.04170649,53.10959892,67.62101385,33.12329303,47.12145353,39.72616297,58.13169077,0,0,0,0
"Trim11",831.1953395,881.8748434,984.2979,901.9602925,1036.94309,982.1589236,907.7428239,982.425574,0,0,0,0
"Iba57",364.7691778,344.3415961,319.5427535,303.7744007,293.5091799,293.816122,269.1447541,295.3089891,0,0,0,0
"Guk1",635.8544683,618.6136813,657.6738666,634.5972069,757.2352823,643.9931982,735.927169,678.9781482,0,0,0,0
"2610507I01Rik",713.592162,676.671276,499.2302298,540.9681108,515.2512249,534.9670901,457.8440282,424.3613426,0,0,0,0
